0,1,2,3,4,5,6,7,8
P. aeruginosa R to fluroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa R to pip/tazobactam,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
P. aeruginosa MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Acinetobacter spp. (R+I) to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
Acinetobacter spp. MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
MRSA,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA I to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
MRSA R to linezolid,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
MRSA R to fluoroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CA-MRSA,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E. faecium R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
CNS (R+I) to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CNS R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E.coli R to ES cephalosporins,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E.coli R to fluoroquinolones,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E.coli MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
Klebsiella spp. R to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CRE,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa (R+I) to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to aminoglycosides,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
P. aeruginosa R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to fluroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to pip/tazobactam,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. (R+I) to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA I to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R* to daptomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to linezolid,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to fluoroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CA-MRSA,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R to vancomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E. faecalis R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E. faecium R to vancomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E. faecium R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
CNS (R+I) to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CNS R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. R to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E.coli R to ES cephalosporins,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E.coli R to fluoroquinolones,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E.coli MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
Klebsiella spp. R to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CRE,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa (R+I) to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to aminoglycosides,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to fluroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to pip/tazobactam,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. (R+I) to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
Acinetobacter spp. MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
MRSA,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA I to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
MRSA R to linezolid,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
MRSA R to fluoroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CA-MRSA,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E. faecalis R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecalis R* to daptomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecium R to vancomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E. faecium R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
CNS (R+I) to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CNS R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
Enterobacter spp. R to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Enterobacter spp. R to ES cephalosporins,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Enterobacter spp. MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli R to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli R to ES cephalosporins,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli R to fluoroquinolones,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Klebsiella spp. R to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Klebsiella spp. R to ES cephalosporins,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Klebsiella spp. MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
CRE,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
P. aeruginosa (R+I) to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to aminoglycosides,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to fluroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to pip/tazobactam,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
Acinetobacter spp. (R+I) to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Acinetobacter spp. MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
MRSA,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
MRSA I to vancomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
MRSA R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
MRSA R to linezolid,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
MRSA R to fluoroquinolones,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
CA-MRSA,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
E. faecalis R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E. faecalis R* to daptomycin,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
E. faecium R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E. faecium R* to daptomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
CNS (R+I) to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
CNS R to vancomycin,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Enterobacter spp. R to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
Enterobacter spp. R to ES cephalosporins,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
Enterobacter spp. MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
E.coli R to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E.coli R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E.coli R to fluoroquinolones,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E.coli MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Klebsiella spp. R to carbapenems,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Klebsiella spp. R to ES cephalosporins,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Klebsiella spp. MDR,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
CRE,NH,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
P. aeruginosa (R+I) to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to aminoglycosides,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to ES cephalosporins,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to fluroquinolones,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to pip/tazobactam,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
Acinetobacter spp. (R+I) to carbapenems,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
Acinetobacter spp. MDR,NH,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
MRSA,NJ,55,121,45.5,36.7,54.3,SSI,2011
MRSA I to vancomycin,NJ,0,51,0,0,5.7,SSI,2011
MRSA R* to daptomycin,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA R to linezolid,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA R to fluoroquinolones,NJ,26,31,83.9,67.8,93.8,SSI,2011
CA-MRSA,NJ,8,37,21.6,10.5,36.9,SSI,2011
E. faecalis R to vancomycin,NJ,1,33,3,0.1,14,SSI,2011
E. faecalis R* to daptomycin,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E. faecium R to vancomycin,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E. faecium R* to daptomycin,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
CNS (R+I) to vancomycin,NJ,0,48,0,0,6,SSI,2011
CNS R to vancomycin,NJ,0,48,0,0,6,SSI,2011
Enterobacter spp. R to carbapenems,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. R to ES cephalosporins,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. MDR,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to carbapenems,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E.coli R to ES cephalosporins,NJ,2,23,8.7,1.4,25.8,SSI,2011
E.coli R to fluoroquinolones,NJ,4,32,12.5,4.1,27.4,SSI,2011
E.coli MDR,NJ,1,27,3.7,0.1,16.9,SSI,2011
Klebsiella spp. R to carbapenems,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. R to ES cephalosporins,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. MDR,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
CRE,NJ,2,34,5.9,0.9,18.1,SSI,2011
P. aeruginosa (R+I) to carbapenems,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
P. aeruginosa R to aminoglycosides,NJ,1,29,3.4,0.1,15.8,SSI,2011
P. aeruginosa R to ES cephalosporins,NJ,1,25,4,0.1,18.1,SSI,2011
P. aeruginosa R to fluroquinolones,NJ,5,29,17.2,6.6,34.1,SSI,2011
P. aeruginosa R to pip/tazobactam,NJ,0,20,0,0,13.9,SSI,2011
P. aeruginosa MDR,NJ,1,29,3.4,0.1,15.8,SSI,2011
Acinetobacter spp. (R+I) to carbapenems,NJ,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
Acinetobacter spp. MDR,NJ,None Tested,(0),Not defined,Not defined,Not defined,SSI,2011
MRSA,NJ,92,176,52.3,44.8,59.5,SSI,2012
MRSA I to vancomycin,NJ,2,91,2.2,0.3,7,SSI,2012
MRSA R* to daptomycin,NJ,0,23,0,0,12.2,SSI,2012
MRSA R to linezolid,NJ,0,40,0,0,7.2,SSI,2012
MRSA R to fluoroquinolones,NJ,50,68,73.5,62.1,82.9,SSI,2012
CA-MRSA,NJ,26,62,41.9,30.1,54.4,SSI,2012
E. faecalis R to vancomycin,NJ,4,91,4.4,1.4,10.2,SSI,2012
E. faecalis R* to daptomycin,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecium R to vancomycin,NJ,13,30,43.3,26.6,61.2,SSI,2012
E. faecium R* to daptomycin,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CNS (R+I) to vancomycin,NJ,0,36,0,0,7.9,SSI,2012
CNS R to vancomycin,NJ,0,36,0,0,7.9,SSI,2012
Enterobacter spp. R to carbapenems,NJ,0,23,0,0,12.2,SSI,2012
Enterobacter spp. R to ES cephalosporins,NJ,5,34,14.7,5.5,29.6,SSI,2012
Enterobacter spp. MDR,NJ,0,34,0,0,8.4,SSI,2012
E.coli R to carbapenems,NJ,0,60,0,0,4.8,SSI,2012
E.coli R to ES cephalosporins,NJ,15,75,20,12,30.1,SSI,2012
E.coli R to fluoroquinolones,NJ,32,96,33.3,24.4,43.2,SSI,2012
E.coli MDR,NJ,8,89,9,4.2,16.3,SSI,2012
Klebsiella spp. R to carbapenems,NJ,1,28,3.6,0.1,16.3,SSI,2012
Klebsiella spp. R to ES cephalosporins,NJ,4,36,11.1,3.6,24.6,SSI,2012
Klebsiella spp. MDR,NJ,3,45,6.7,1.7,17,SSI,2012
CRE,NJ,1,111,0.9,0,4.3,SSI,2012
P. aeruginosa (R+I) to carbapenems,NJ,7,49,14.3,6.4,26.2,SSI,2012
P. aeruginosa R to aminoglycosides,NJ,5,54,9.3,3.4,19.3,SSI,2012
P. aeruginosa R to ES cephalosporins,NJ,2,51,3.9,0.6,12.3,SSI,2012
P. aeruginosa R to fluroquinolones,NJ,8,52,15.4,7.4,27.1,SSI,2012
P. aeruginosa R to pip/tazobactam,NJ,5,45,11.1,4.1,22.9,SSI,2012
P. aeruginosa MDR,NJ,6,54,11.1,4.6,21.6,SSI,2012
Acinetobacter spp. (R+I) to carbapenems,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Acinetobacter spp. MDR,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA,NJ,81,172,47.1,39.7,54.5,SSI,2013
MRSA I to vancomycin,NJ,2,81,2.5,0.4,7.9,SSI,2013
MRSA R* to daptomycin,NJ,0,24,0,0,11.7,SSI,2013
MRSA R to linezolid,NJ,0,48,0,0,6,SSI,2013
MRSA R to fluoroquinolones,NJ,54,63,85.7,75.4,92.8,SSI,2013
CA-MRSA,NJ,15,57,26.3,16.1,38.8,SSI,2013
E. faecalis R to vancomycin,NJ,8,82,9.8,4.6,17.6,SSI,2013
E. faecalis R* to daptomycin,NJ,0,22,0,0,12.7,SSI,2013
E. faecium R to vancomycin,NJ,14,24,58.3,38.2,76.5,SSI,2013
E. faecium R* to daptomycin,NJ,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CNS (R+I) to vancomycin,NJ,0,44,0,0,6.5,SSI,2013
