0,1,2,3,4,5,6,7,8
Acinetobacter spp. (R+I) to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
Acinetobacter spp. MDR,AK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
MRSA,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA I to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
MRSA R to linezolid,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to fluoroquinolones,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
CA-MRSA,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E. faecium R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
CNS (R+I) to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CNS R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
Enterobacter spp. R to ES cephalosporins,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
Enterobacter spp. MDR,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E.coli R to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to fluoroquinolones,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CRE,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa (R+I) to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
P. aeruginosa R to aminoglycosides,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
P. aeruginosa R to ES cephalosporins,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
P. aeruginosa R to fluroquinolones,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
P. aeruginosa R to pip/tazobactam,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
P. aeruginosa MDR,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
Acinetobacter spp. (R+I) to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA I to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
MRSA R to linezolid,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
MRSA R to fluoroquinolones,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
CA-MRSA,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2012
E. faecium R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecium R* to daptomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CNS (R+I) to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CNS R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. R to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to fluoroquinolones,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. R to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CRE,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa (R+I) to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to aminoglycosides,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to fluroquinolones,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to pip/tazobactam,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. (R+I) to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA I to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
MRSA R to linezolid,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R to fluoroquinolones,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
CA-MRSA,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecalis R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecalis R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E. faecium R to vancomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E. faecium R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
CNS (R+I) to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CNS R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
Enterobacter spp. R to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Enterobacter spp. R to ES cephalosporins,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Enterobacter spp. MDR,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli R to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli R to ES cephalosporins,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli R to fluoroquinolones,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
E.coli MDR,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Klebsiella spp. R to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Klebsiella spp. R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
Klebsiella spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CRE,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
P. aeruginosa (R+I) to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to aminoglycosides,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to fluroquinolones,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa R to pip/tazobactam,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
P. aeruginosa MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
Acinetobacter spp. (R+I) to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
Acinetobacter spp. MDR,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2013
MRSA,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
MRSA I to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
MRSA R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
MRSA R to linezolid,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
MRSA R to fluoroquinolones,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
CA-MRSA,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
E. faecalis R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E. faecalis R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
E. faecium R to vancomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
E. faecium R* to daptomycin,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
CNS (R+I) to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
CNS R to vancomycin,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Enterobacter spp. R to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Enterobacter spp. R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Enterobacter spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E.coli R to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
E.coli R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E.coli R to fluoroquinolones,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
E.coli MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Klebsiella spp. R to carbapenems,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Klebsiella spp. R to ES cephalosporins,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
Klebsiella spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
CRE,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
P. aeruginosa (R+I) to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to aminoglycosides,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to ES cephalosporins,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to fluroquinolones,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa R to pip/tazobactam,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
P. aeruginosa MDR,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
Acinetobacter spp. (R+I) to carbapenems,AK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2014
Acinetobacter spp. MDR,AK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2014
MRSA,AL,48,74,64.9,53.5,75,SSI,2011
MRSA I to vancomycin,AL,0,48,0,0,6,SSI,2011
MRSA R* to daptomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA R to linezolid,AL,0,20,0,0,13.9,SSI,2011
MRSA R to fluoroquinolones,AL,17,30,56.7,38.7,73.3,SSI,2011
CA-MRSA,AL,17,37,45.9,30.4,62,SSI,2011
E. faecalis R to vancomycin,AL,2,42,4.8,0.8,14.8,SSI,2011
E. faecalis R* to daptomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E. faecium R to vancomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
E. faecium R* to daptomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
CNS (R+I) to vancomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
CNS R to vancomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Enterobacter spp. R to carbapenems,AL,1,20,5,0.2,22.2,SSI,2011
Enterobacter spp. R to ES cephalosporins,AL,3,27,11.1,2.9,27.3,SSI,2011
Enterobacter spp. MDR,AL,0,27,0,0,10.5,SSI,2011
E.coli R to carbapenems,AL,0,48,0,0,6,SSI,2011
E.coli R to ES cephalosporins,AL,2,60,3.3,0.5,10.5,SSI,2011
E.coli R to fluoroquinolones,AL,21,65,32.3,21.8,44.3,SSI,2011
E.coli MDR,AL,2,59,3.4,0.5,10.7,SSI,2011
Klebsiella spp. R to carbapenems,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Klebsiella spp. R to ES cephalosporins,AL,0,21,0,0,13.2,SSI,2011
Klebsiella spp. MDR,AL,0,25,0,0,11.2,SSI,2011
CRE,AL,1,86,1.2,0,5.6,SSI,2011
P. aeruginosa (R+I) to carbapenems,AL,3,27,11.1,2.9,27.3,SSI,2011
P. aeruginosa R to aminoglycosides,AL,1,31,3.2,0.1,14.8,SSI,2011
P. aeruginosa R to ES cephalosporins,AL,4,30,13.3,4.3,29.1,SSI,2011
P. aeruginosa R to fluroquinolones,AL,5,31,16.1,6.1,32.1,SSI,2011
P. aeruginosa R to pip/tazobactam,AL,3,23,13,3.4,31.5,SSI,2011
P. aeruginosa MDR,AL,3,31,9.7,2.5,24.1,SSI,2011
Acinetobacter spp. (R+I) to carbapenems,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
Acinetobacter spp. MDR,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2011
MRSA,AL,43,73,58.9,47.3,69.7,SSI,2012
MRSA I to vancomycin,AL,0,41,0,0,7,SSI,2012
MRSA R* to daptomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA R to linezolid,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA R to fluoroquinolones,AL,15,26,57.7,38.3,75.3,SSI,2012
CA-MRSA,AL,12,36,33.3,19.4,49.7,SSI,2012
E. faecalis R to vancomycin,AL,1,45,2.2,0.1,10.4,SSI,2012
E. faecalis R* to daptomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecium R to vancomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
E. faecium R* to daptomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CNS (R+I) to vancomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CNS R to vancomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Enterobacter spp. R to carbapenems,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Enterobacter spp. R to ES cephalosporins,AL,8,21,38.1,19.5,59.7,SSI,2012
Enterobacter spp. MDR,AL,1,21,4.8,0.2,21.3,SSI,2012
E.coli R to carbapenems,AL,0,39,0,0,7.3,SSI,2012
E.coli R to ES cephalosporins,AL,7,52,13.5,6,24.8,SSI,2012
E.coli R to fluoroquinolones,AL,26,54,48.1,35,61.3,SSI,2012
E.coli MDR,AL,0,53,0,0,5.4,SSI,2012
Klebsiella spp. R to carbapenems,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. R to ES cephalosporins,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Klebsiella spp. MDR,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
CRE,AL,2,70,2.9,0.4,9.1,SSI,2012
P. aeruginosa (R+I) to carbapenems,AL,1,25,4,0.1,18.1,SSI,2012
P. aeruginosa R to aminoglycosides,AL,1,29,3.4,0.1,15.8,SSI,2012
P. aeruginosa R to ES cephalosporins,AL,3,29,10.3,2.6,25.6,SSI,2012
P. aeruginosa R to fluroquinolones,AL,3,30,10,2.6,24.8,SSI,2012
P. aeruginosa R to pip/tazobactam,AL,1,23,4.3,0.2,19.6,SSI,2012
P. aeruginosa MDR,AL,3,29,10.3,2.6,25.6,SSI,2012
Acinetobacter spp. (R+I) to carbapenems,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
Acinetobacter spp. MDR,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2012
MRSA,AL,28,55,50.9,37.8,63.9,SSI,2013
MRSA I to vancomycin,AL,0,28,0,0,10.1,SSI,2013
MRSA R* to daptomycin,AL,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
